Place_Id,Place_Name,Description,Categories,City,Price(RPH),Ratings,Time_Minutes,Coordinate,lat,Long
50,Joang Museum 45,"Gedung Joang '45 or Museum Joang 45 is one of the museums in Jakarta. Currently the management is carried out by the DKI Jakarta Provincial Tourism and Culture Office. This museum is located on Jalan Menteng Raya 31, Kebon Sirih Village, Menteng District, Central Jakarta. This museum was inaugurated in 1974 by President Soeharto, after renovations were carried out.",Culture,Jakarta,2000,4,,"{'lat': -6.186183799999998, 'lng': 106.8364761}",-6.1861838,106.8364761
51,Jakarta Planetarium,"The Jakarta Planetarium and Observatory is one of three sky simulation rides in Indonesia besides Kutai, East Kalimantan and Surabaya, East Java. This oldest planetarium is located at Taman Ismail Marzuki, Jakarta. Jakarta Planetarium is an educational tourism facility that can present astrological or celestial objects simulation shows/demonstrations. Visitors are invited to wander in the universe to understand the conception of the universe through event after event. The Jakarta Planetarium was established in 1964 initiated by President Soekarno and handed over to the Provincial Government of DKI Jakarta in 1969. In this place there is also an exhibition space for celestial bodies which presents various photographs and complete explanations of various forms of galaxies, theories of galaxy formation accompanied by an introduction to the figures figure behind the emergence of the theory.",Amusement park,Jakarta,12000,4.1,120,"{'lat': -6.190081899999999, 'lng': 106.8388532}",-6.1900819,106.8388532
52,Chinese Village,"KAMPUNG China is a residential and trading area in Cibubur, East Jakarta. This area was established thanks to the collaboration between the City Government of East Jakarta and foreign companies to turn the 300 hectare area of the Cibubur tourist area into a tourist city, independent and town center. Quoting the Jakarta Encyclopedia, the village began operating on September 14, 2002. The buildings, the natural setting, and the trinkets sold still smell of Chinese art. All the products that were colonized also came from the bamboo curtain country. The area will become a tourist destination during Chinese New Year celebrations.",Culture,Jakarta,15000,4.5,,"{'lat': -6.3651357, 'lng': 106.7617984}",-6.3651357,106.7617984
53,Sipitung House,"Si Pitung's house in Marunda, North Jakarta, Indonesia, is one of the few remaining Betawi stilt houses. This stilt house is a representation of the stilt dwellings of the Betawi people who live in coastal areas. This house is a museum and is included in the cultural heritage. It is not known exactly when the Si Pitung House was founded. It is estimated that the building was built in the 20th century. The stilt house, which is often also called the Marunda High House, is similar to the traditional house of the Bugis tribe. This house used to belong to Haji Saipudin, a wealthy fish dealer merchant from Makassar (other sources say Haji Saipudin was a sero skipper, or ship conglomerate). Haji Saipuddin is believed to be Si Pitung's close friend. It is believed that Pitung only visited the house several times (estimated to be in the 1890s). Si Pitung's last stop was in order to hide from the pursuit of the Dutch army on charges of robbing. The DKI Jakarta government first restored the stilt house which was supported by 40 pillars in 1972. Previously in the same year the DKI Jakarta Provincial Government bought this building from the descendants (heirs) of H. Saipudin. The building is now a museum and included in the cultural heritage based on Governor's Decree No.475 of 1993 and Ministerial Decree No.140/M/1998. The institution that gave the original Pesisir Betawi house the name Si Pitung is the National Museum.",Culture,Jakarta,5000,4.5,90,"{'lat': -6.10016, 'lng': 106.96057}",-6.10016,106.96057
54,Cilangkap Agrotourism Park,"This 19-hectare park is owned by the Provincial Government (Pemprov) of DKI Jakarta which is managed by the Department of Agriculture and Forestry of DKI. Cilangkap Agro Tourism Park is located on Jalan Raya Cilangkap No.45, East Jakarta. This park feels so beautiful with the growth of various types of shady trees. The cool air, which is far from the pollution of motor vehicle fumes, can also be enjoyed in the park, which is used as an alternative tourist destination for residents living around the area. Cilangkap Agro Tourism Park is also equipped with several facilities such as a sports arena, jogging track, children's playground, and for Ayojakarta friends who have a hobby of fishing, around the park area there is a lake which is usually used as an area for fishing.",Amusement park,Jakarta,0,4.2,,"{'lat': -6.340151399999999, 'lng': 106.9012561}",-6.3401514,106.9012561
55,Jin De Yuan Temple,"Kim Tek Le Temple, or better known as Jin De Yuan Temple, has been built since 1650. The temple which is said to be the oldest in Jakarta was founded by a Chinese Lieutenant, Kwee Hoen and was originally called Koan Im Teng. Jin De Yuan is also known as one of the four major temples managed by Kong Koan or the Chinese Council. They are the Goenoeng Sari Temple, the Toa Peh Kong Temple, the Jin De Yuan Temple itself, and the Hian Thian Shang Temple in Tanah Tandjoeng which is now destroyed.",Religious,Jakarta,0,4.5,,"{'lat': -6.144473700000001, 'lng': 106.8126018}",-6.1444737,106.8126018
56,Ancol Beach,"Ancol Beach is a tourist area which is a beach tourism destination in the city of Jakarta. Tourists can enjoy the fresh atmosphere of Lagoon Beach, Festival, Scenic, Beach Pool and Carnival, as well as Dream Lake. Vacationing in nature is believed to have a calming and pleasant effect. The length of the coastline, which is approximately 6.5 km, is a place for various tourist activities. This beach tourism is the second largest regional revenue-producing BUMD for DKI Jakarta province.",Islands,Jakarta,25000,4.4,,"{'lat': -6.1194215, 'lng': 106.8502435}",-6.1194215,106.8502435
57,Bull Field Park,"Banteng Field, formerly named Waterlooplein (Dutch: plein = field) is a field located in Weltevreden, Batavia; not far from Jakarta Cathedral Church. At that time, Banteng Field was known as Singa Field[1] because in the center was a monument to the victory of the battle at Waterloo, with a lion statue above it. The Battle of Waterloo took place on 18 June 1815 near the town of Waterloo, which is about 15 km to the south of the Belgian capital, Brussels. The battle was Napoleon's last battle against the combined Anglo-Dutch-German forces. This battle is also recorded in history as the closing of one hundred days since Napoleon fled his exile on the island of Elba. Meanwhile, the Singa Monument was erected during the Japanese occupation government (1942-1945). After Indonesia's independence, the name was changed to Banteng Field. It is possible that in ancient times the place that is now the field was inhabited by various kinds of wild animals such as tigers, deer and bison. When JP Coen built the city of Batavia near the mouth of the Ciliwung, the field and its surroundings were still partly swampy wilderness. On the east side of Jalan Banteng Timur there is the Central Jakarta Police Traffic Unit Office.",Amusement park,Jakarta,0,4.7,,"{'lat': -6.170554999999999, 'lng': 106.8350378}",-6.170555,106.8350378
58,Ayodhya Park,"Ayodya Park, formerly known as Barito Park, is a city park located in South Jakarta. This park is located on an area of 7,500 m2, equipped with an artificial pond covering an area of 1,500 m2 in the middle. markets such as the Gran Mahakam Hotel, Blok M Plaza, Barito Bird Market, Kebayoran Baru Mall, and Taman Puring Market. This park is adjacent to Langsat Park just by crossing the main road.",Amusement park,Jakarta,0,4.4,45,"{'lat': -6.245229400000001, 'lng': 106.7946655}",-6.2452294,106.7946655
59,Youth Pledge Museum,"The Youth Oath Museum is a museum of the history of the struggle for independence of the Republic of Indonesia which is located at Jalan Kramat Raya No. 106, Central Jakarta and managed by the Ministry of Education and Culture of the Republic of Indonesia. The museum is open to the public, every Tuesday to Friday from 08.00 to 16.00 UTC+7, every Saturday and Sunday at 08.00-16.00 WIB, and every Monday and national holidays, the museum is closed to the public. nThis museum has a collection of photographs and objects related to the history of the 1928 Youth Pledge, as well as activities in the Indonesian national youth movement. The Youth Pledge Museum was established based on the Decree of the Governor of DKI Jakarta in 1972 and has become a national cultural heritage object.",Culture,Jakarta,2000,4.7,,"{'lat': -6.183838799999999, 'lng': 106.8430507}",-6.1838388,106.8430507
60,Textile Museum,"The Textile Love Museum occupies an old building on Jalan KS Tubun / Kota Bambu Selatan No. 4 Palmerah District, West Jakarta\n\nThe building itself was originally a private home of a French citizen built in the 19th century. Then it was bought by a Turkish consul named Abdul Azis Almussawi Al Kazimi who settled in Indonesia. Then in 1942 it was sold to Dr. Karel Christian Cruq. During the struggle for Indonesian independence, this building became the headquarters of the People's Security Front (BKR) and in 1947 was occupied by Lie Sion Pin. In 1952 it was bought by the Ministry of Social Affairs and on October 25, 1975 it was handed over to the Regional Government of DKI Jakarta, which later on June 28, 1976, Mrs. Tien Soeharto inaugurated its use as the Textile Museum.",Culture,Jakarta,5000,4.5,45,"{'lat': -6.187963400000002, 'lng': 106.8096081}",-6.1879634,106.8096081
